2015-12-05 18:20:22 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
2015-12-05 18:20:24 CST ERROR controllers.Application 24 index - %s hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | hello logback | 
